pol_number,gender,agecat,credit_score,area,traffic_index,veh_age,veh_body,veh_value,person_age,numclaims,claimcst0
14054657,M,3,727,2,152.2,4,STNWG,1.144,49,2,935
81807716,F,1,641,1,105,4,HBACK,0.385,23,1,0
24770833,F,5,705,5,45,2,TRUCK,3.982,65,0,0
66006248,F,4,725,3,127.5,3,HBACK,0.979,59,1,462
82033691,F,2,656,1,63,2,HBACK,1.551,37,1,0
85289213,M,2,624,5,61.5,2,STNWG,4.598,39,2,6898
38380803,M,4,771,1,104.4166358,3,HBACK,0.847,55,1,1803
12657108,M,2,661.3218455,2,98.8,4,SEDAN,1.166,35,2,0
71172240,F,1,532,3,150,2,HBACK,2.189,22,0,0
61977306,F,5,713,4,120.4,4,SEDAN,0.825,63,0,0
30268375,M,3,515,4,88.8,1,STNWG,4.763,50,2,1981
15726028,F,3,767,1,96.1,2,SEDAN,2.079,48,0,0
27115648,F,4,792,3,133.5,3,HBACK,0.748,54,2,0
19925858,F,4,801,4,95.7,3,UTE,1.166,56,0,0
98864669,F,2,338,5,64.5,4,STNWG,0.682,33,0,0
43320306,F,6,831,5,19.5,4,STNWG,1.298,81,0,555
75223536,M,4,723,3,138,4,STNWG,1.298,52,0,0
42273280,F,3,646,1,87.1,4,STNWG,1.859,49,0,0
57711819,M,1,351,1,63.6,1,TRUCK,2.7489,27,1,4837
61571634,F,4,673,3,94.5,4,COUPE,0.88,53,0,0
37566596,F,2,661.3218455,2,104.4166358,4,HBACK,0.451,33,0,7455
49168160,F,3,701,3,144,4,HBACK,2.343,46,2,570
86048355,M,4,400,1,107.7,2,SEDAN,1.76,56,1,915
14242142,M,4,823,4,67.7,4,UTE,1.584,56,2,0
23982872,F,5,809,3,139.5,1,SEDAN,2.035,70,0,0
63361710,F,5,720,3,138,2,HBACK,2.035,68,0,0
73755931,M,6,749,2,115.8,4,STNWG,1.617,83,0,0
74339572,M,3,827,3,148.5,3,SEDAN,0.979,44,0,0
52583022,F,4,800,5,39,3,HBACK,1.661,61,0,3842
21736195,F,4,543,4,107.8,1,TRUCK,4.521,53,0,0
84529859,F,3,677,1,104.4166358,1,STNWG,3.421,48,0,0
83750044,M,3,725,3,135,4,COUPE,1.804,46,1,216
70012143,M,5,690,2,123.8,4,SEDAN,0.451,67,0,2431
22940489,F,4,686,4,121.2,3,HBACK,1.023,54,0,195
97487842,F,5,752,3,138,3,SEDAN,1.078,66,1,4377
19788787,M,5,737,3,73.5,2,SEDAN,14.179,69,0,0
97391590,F,3,655,4,104.3,3,SEDAN,1.54,22,1,0
93303102,M,4,740,3,141,1,SEDAN,2.981,59,3,3059
42630339,F,6,305,4,95.7,4,HBACK,0.44,79,2,0
16757527,F,2,673,3,141,2,PANVN,1.991,32,2,2925
55389590,M,5,701,2,151.8,4,SEDAN,0.605,63,1,218
74339634,M,5,830,3,105,3,HBACK,1.188,67,0,0
77738050,F,6,446,2,99.7,4,SEDAN,0.847,84,4,4642
21330275,F,4,645,4,60.9,3,STNWG,1.364,55,0,491
98892295,F,2,586,4,141.5,4,UTE,1.606,33,0,0
54278092,F,6,810,4,105.7,3,UTE,2.64,81,0,4631
29842779,M,3,321,2,128.7,3,SEDAN,1.617,51,1,4182
15581317,M,3,683,3,120,2,MIBUS,3.476,49,2,4008
74341695,M,4,833,3,120,3,SEDAN,1.056,56,0,0
47271689,F,2,661.3218455,5,104.4166358,3,STNWG,2.728,40,1,0
16660262,M,2,676,1,47.1,2,HBACK,3.399,36,0,2535
43620479,F,2,426,2,76,3,HBACK,1.507,35,1,7455
91494772,F,2,610,6,116,1,UTE,3.718,39,2,0
64077061,M,4,695,6,118,4,STNWG,2.123,54,1,316
47207782,F,1,661.3218455,3,145.5,2,UTE,3.542,23,0,0
14007947,F,4,396,3,141,2,SEDAN,1.474,55,2,149
32535223,F,2,673,3,130.5,4,STNWG,1.573,40,0,0
86981881,F,4,657,2,115.7,4,HBACK,0.836,52,0,0
57097723,M,3,766,2,149.4,4,UTE,0.308,51,3,333
24982725,F,5,811,3,130.5,4,SEDAN,0.484,67,0,0
19368797,M,4,824,2,119.6,4,SEDAN,0.66,57,0,1989
35651243,M,3,483,3,142.5,2,SEDAN,2.398,32,1,0
32267019,M,5,776,3,150,2,HBACK,1.914,64,0,2276
91368875,M,6,814,3,142.5,3,SEDAN,1.958,80,0,0
27518647,F,3,763,3,150,3,SEDAN,1.419,43,0,0
49553274,F,2,625,2,130.2,3,HBACK,0.968,32,1,0
51259493,M,3,671,2,152.1,1,SEDAN,2.475,60,1,4099
54614224,F,2,463,4,59,4,STNWG,0.561,33,1,0
39532545,M,2,534,6,118,3,TRUCK,3.289,33,2,0
99293521,F,1,522,1,57.2,3,SEDAN,1.969,31,0,0
25739896,M,6,832,1,89,4,SEDAN,0.847,84,0,3138
32211494,F,6,435,1,66.7,3,SEDAN,0.913,73,1,2657
20471664,M,6,796,1,83.2,3,SEDAN,1.452,76,0,0
72294066,M,4,629,1,109.6,3,SEDAN,0.913,59,0,362
84146330,F,3,692,4,56.6,2,STNWG,3.432,47,0,0
69720239,M,6,334,3,117,4,STNWG,1.375,74,1,1062
90974967,F,2,695,6,104.4166358,3,TRUCK,3.553,40,0,0
85412985,F,6,663,2,101.8,1,SEDAN,2.794,79,2,1317
45616612,F,4,725,3,136.5,3,SEDAN,1.111,59,2,1144
35752663,M,2,636,2,160.7,4,UTE,0.55,41,0,0
69944819,F,3,841,1,69.5,3,SEDAN,1.166,47,0,0
13576901,F,5,646,1,80.3,3,STNWG,1.947,71,0,9903
63688016,M,1,671,3,145.5,3,SEDAN,1.166,25,0,4773
96296201,F,4,549,1,72.9,3,SEDAN,1.067,54,1,148
47859564,M,6,838,4,174.2,2,SEDAN,2.728,86,1,1235
10891855,F,2,560,5,15,3,STNWG,3.025,42,1,2998
96787727,F,5,807,3,124.5,2,SEDAN,1.804,63,0,4377
38484913,F,3,589,2,171.4,2,HDTOP,3.047,44,0,0
19272419,M,3,602,1,58.1,2,SEDAN,1.749,45,1,6588
38449353,F,2,636,1,58.7,1,HBACK,1.628,41,0,1177
74297011,F,4,707,4,110.3,4,STNWG,0.748,54,0,0
92460895,F,2,626,1,103.5,2,HBACK,1.947,33,0,0
89454305,M,3,708,2,97.1,4,STNWG,2.123,45,1,0
70864462,M,1,741,3,141,3,TRUCK,3.168,22,2,2791
37472647,F,4,766,2,138.1,1,SEDAN,1.936,56,0,0
19786289,F,1,753,3,111,2,HBACK,1.408,22,0,0
82740639,M,4,651,6,130,2,HDTOP,4.246,54,1,6732
61420016,F,3,610,1,86.4,2,HBACK,1.947,44,0,0
83693644,F,3,685,2,122.6,3,SEDAN,1.452,43,0,1354
29693545,M,5,776,3,99,2,SEDAN,1.705,69,0,391
23351763,F,2,508,3,93,4,SEDAN,0.671,38,2,0
12081340,M,3,780,1,105.4,4,UTE,0.66,49,2,2537
95508164,F,2,651,6,100,4,HDTOP,1.32,33,0,0
56989370,M,2,661.3218455,3,150,4,STNWG,1.584,40,0,1607
96468816,F,4,696,2,132.4,2,SEDAN,1.969,61,0,2182
48832500,M,3,805,2,118.2,4,SEDAN,3.762,46,2,4099
70615820,F,3,390,1,93.5,3,SEDAN,0.891,45,3,0
51695939,F,3,729,1,90.1,3,SEDAN,1.265,52,0,6948
70810246,M,6,839,1,105.2,4,SEDAN,0.429,87,0,7150
40957836,M,4,821,1,101.9,4,SEDAN,0.946,57,2,149
65188756,M,6,740,3,108,2,TRUCK,3.707,78,1,9723
15270415,M,4,616,1,86.5,4,TRUCK,0.968,52,2,0
13070810,M,3,525,3,126,4,SEDAN,0.913,52,1,1348
26620943,M,3,733,1,78.3,3,HBACK,1.43,51,0,443
68806049,M,5,766,5,58.5,2,STNWG,4.114,62,1,2747
80957246,F,3,328,3,147,3,STNWG,1.265,74,0,0
65990860,M,5,792,1,99.8,2,HBACK,1.496,68,0,0
82632427,M,5,764,3,123,4,UTE,0.451,67,0,123
78713767,M,6,306,1,87.7,3,HBACK,1.243,86,0,0
45696632,M,6,337,1,126.2,3,COUPE,1.463,86,2,2775
85980731,M,4,728,2,135.2,3,SEDAN,1.342,56,3,11016
59669737,F,5,809,2,162.7,1,SEDAN,2.398,64,0,12681
27893305,M,6,656,2,126.3,2,SEDAN,1.936,76,3,0
55178085,M,3,555,5,24,4,STNWG,1.397,44,0,1754
99229406,M,4,802,3,114,1,UTE,3.982,57,2,698
86161960,M,4,668,3,139.5,2,HBACK,1.408,53,2,1428
77679792,M,4,783,1,66.1,2,STNWG,4.103,52,1,9605
10939415,F,5,798,1,68.3,2,HBACK,1.628,63,0,0
87743337,F,6,824,2,98.7,3,HBACK,0.99,83,0,0
58196050,F,5,783,3,114,3,UTE,1.562,66,0,0
79081107,M,2,506,1,84.5,2,SEDAN,2.035,37,2,2593
39887987,F,2,661.3218455,2,99.2,4,HBACK,0.451,39,0,7455
38570178,F,3,697,1,133.9,4,SEDAN,0.858,45,0,0
25683124,M,3,417,5,25.5,3,HDTOP,3.069,49,1,2448
31566031,M,5,831,1,95,2,COUPE,7.48,67,0,2775
33461801,M,3,671,1,104.4166358,1,UTE,4.004,51,0,39129
69158367,M,6,827,1,58.2,4,SEDAN,0.407,82,2,7150
27394129,M,1,338,1,104.7,3,HBACK,0.968,28,0,0
75718980,F,2,648,2,119.7,3,SEDAN,0.935,39,2,1740
75922044,M,5,755,3,104.4166358,3,STNWG,3.256,65,0,0
59595538,F,6,821,2,104.4166358,4,SEDAN,0.671,84,0,0
42553004,F,6,376,1,61.5,2,HBACK,1.265,75,2,2940
64236380,M,3,680,5,19.5,4,UTE,1.221,50,0,1579
97321802,M,3,825,1,90.2,2,STNWG,3.685,44,0,685
61605831,F,2,585,1,76.6,3,COUPE,1.265,37,0,659
24907203,M,4,776,5,40.5,2,UTE,3.542,60,2,371
56386841,M,3,774,3,104.4166358,3,SEDAN,1.727,57,2,419
15091951,M,1,445,3,144,3,STNWG,1.32,29,0,0
29845791,F,2,825,3,121.5,2,STNWG,4.378,34,0,329
48206605,F,3,693,2,136.8,4,HBACK,0.55,48,2,0
41554051,F,5,623,3,133.5,1,HBACK,1.496,71,0,0
70900697,F,4,483,3,135,2,SEDAN,1.76,58,0,0
79116916,F,2,661.3218455,1,82.2,3,HBACK,0.968,34,1,1833
18687103,F,3,827,4,155.3,1,STNWG,3.949,45,0,0
10866680,M,1,729,2,90.2,2,SEDAN,2.2,26,2,5253
45623684,F,3,747,3,132,3,SEDAN,1.738,48,0,1765
47776664,F,4,821,2,121.5,3,SEDAN,1.023,62,0,0
54021304,F,4,661.3218455,2,128.3,2,STNWG,3.938,55,0,11457
11515814,M,2,661.3218455,6,120,2,UTE,1.98,32,2,1508
68260608,F,4,657,6,88,3,SEDAN,1.826,58,1,204
52625868,M,2,363,5,30,2,UTE,2.992,35,1,21067
71248196,F,5,813,5,28.5,2,STNWG,2.629,69,0,0
64125203,M,3,841,3,148.5,3,SEDAN,1.166,76,2,0
48025862,F,6,353,3,129,3,HBACK,0.792,89,1,0
60925639,M,3,700,3,132,2,SEDAN,1.782,48,2,0
82027736,F,4,744,1,75.3,4,SEDAN,1.628,57,0,0
75232645,F,4,637,3,133.5,4,SEDAN,0.891,59,1,0
80331714,F,3,632,1,100.8,2,HBACK,1.518,49,0,0
53700859,M,2,715,2,98,2,SEDAN,3.069,35,2,0
61971615,M,4,605,3,100.5,2,PANVN,2.563,58,1,817
83661333,M,3,437,2,123.6,2,HBACK,1.474,24,2,0
25407809,F,3,661.3218455,3,142.5,2,HBACK,1.298,27,2,833
35082062,M,4,848,4,95.1,4,STNWG,1.628,52,0,764
20503311,F,3,313,2,137.9,4,SEDAN,0.704,44,5,19472
99037225,M,1,642,3,120,1,HBACK,2.761,26,2,1037
24475306,M,1,624,1,105.1,3,HBACK,0.902,28,2,0
62396908,F,3,624,2,104.4166358,2,HBACK,2.035,51,1,0
47117751,M,4,512,3,108,3,UTE,1.474,62,1,116
98341462,F,4,834,3,114,4,HBACK,0.55,52,0,0
57602202,F,4,605,3,139.5,4,SEDAN,0.66,52,1,0
84697975,F,5,765,4,92.8,2,HBACK,1.771,67,2,5617
83904985,F,4,311,1,85.5,4,UTE,1.617,52,0,0
19124728,F,4,677,4,104.5,2,SEDAN,2.299,58,0,0
47228673,F,4,819,1,69.8,2,HBACK,1.738,54,0,0
96763742,F,3,778,2,74.3,4,SEDAN,0.638,50,0,631
44527446,M,4,695,3,142.5,2,SEDAN,1.859,60,4,0
32963934,F,6,838,4,91.9,3,HBACK,1.463,89,0,52307
10459970,F,5,721,5,36,1,HBACK,1.903,66,0,0
29779052,F,5,712,1,97.7,4,HBACK,0.451,66,0,0
38914638,M,3,601,3,148.5,3,SEDAN,0.99,55,1,0
35247181,M,3,621,2,126.2,3,HDTOP,3.124,43,1,650
18965101,F,3,815,1,116.1,1,HBACK,2.178,46,0,1605
88191041,M,3,847,3,123,3,SEDAN,1.782,46,0,601
29196007,F,4,575,2,145.8,1,HBACK,1.76,58,1,2033
77393527,M,3,604,5,104.4166358,3,HBACK,1.518,68,3,0
57481409,F,1,341,3,136.5,3,STNWG,1.738,30,1,0
13241379,F,1,642,3,147,1,HBACK,1.859,32,0,414
83601131,M,2,605,1,78.8,2,STNWG,2.387,39,2,0
88242762,F,4,836,1,74.1,4,SEDAN,0.429,60,0,0
99203683,F,5,833,2,98.9,4,HBACK,0.539,71,1,0
13973786,F,3,525,3,123,1,SEDAN,2.376,47,2,1002
18554781,F,3,761,4,105.9,1,HBACK,1.507,48,3,1384
47091435,M,4,770,4,92.1,1,TRUCK,4.642,60,2,6729
97261302,F,2,582,3,141,3,STNWG,2.42,39,0,0
41441463,F,3,675,2,113.2,4,HBACK,0.484,51,0,0
35021785,F,2,313,4,148.3,4,SEDAN,0.605,32,2,5373
62370579,F,2,833,2,111.5,2,HBACK,2.2,38,2,556
41636641,F,4,829,3,145.5,3,SEDAN,11,62,0,54371
26353716,M,4,624,3,106.5,3,UTE,1.518,59,1,116
15934879,M,3,608,2,113.5,1,TRUCK,4.708,51,0,0
90290901,M,2,606,3,148.5,2,STNWG,3.036,33,2,338
27335639,M,2,661.3218455,1,60,3,HBACK,1.177,34,2,0
82754263,M,2,697,2,104.7,3,SEDAN,1.947,32,4,284
31204840,F,2,661.3218455,1,131.8,3,HBACK,1.023,40,1,1605
11298152,F,5,736,3,133.5,2,HBACK,1.298,64,0,0
19153705,F,5,764,2,122.1,1,HBACK,3.32695,67,0,0
37914801,F,2,392,5,104.4166358,4,STNWG,1.826,34,0,0
58150775,F,3,627,1,83.8,2,SEDAN,1.925,43,0,2171
62425299,M,4,764,3,130.5,1,SEDAN,3.63,57,2,870
55437242,F,4,683,3,132,3,HBACK,1.023,62,2,462
20862800,M,5,541,3,100.5,3,SEDAN,1.287,66,1,0
86518662,M,4,671,2,94.6,4,STNWG,0.385,54,3,258
23709659,M,6,766,1,48.2,4,SEDAN,0.429,97,0,344
63605975,F,5,707,1,53.6,3,SEDAN,4.356,69,0,0
16150272,F,5,476,1,88.4,3,HBACK,1.023,71,2,0
49137567,F,4,847,3,123,4,HBACK,0.528,56,0,195
27701945,M,5,787,1,68.5,2,SEDAN,2.167,70,3,104
44882352,M,4,624,1,93.2,4,COUPE,1.012,54,3,2775
26419977,M,6,817,4,33.3,2,SEDAN,2.046,81,3,1018
35367741,F,6,754,5,34.5,3,SEDAN,1.54,74,0,0
73929508,F,3,661.3218455,3,139.5,1,HBACK,1.628,35,0,0
77004226,F,6,833,1,78,4,HBACK,0.44,89,0,0
44985773,F,5,422,1,43.8,4,HBACK,0.407,66,2,0
10835791,M,3,681,2,103.2,2,UTE,3.3,49,0,0
62277864,F,3,824,6,104,1,SEDAN,2.255,72,1,2846
11216049,M,4,623,4,86.8,2,STNWG,3.96,53,0,10499
60203755,F,2,635,3,148.5,4,UTE,1.408,36,1,167
83985675,F,1,661.3218455,2,84.4,2,SEDAN,1.925,24,3,1740
12036074,F,4,832,3,138,3,HBACK,1.276,52,0,930
75259088,F,5,570,1,49.1,3,HBACK,1.353,67,1,0
69395820,M,2,661.3218455,2,107.8,3,STNWG,1.21,39,1,0
80021040,M,5,792,1,101.5,4,HBACK,0.495,63,0,0
91123547,M,3,661.3218455,3,78,4,MIBUS,0.605,42,1,1201
63519547,F,1,372,2,113.9,3,HBACK,1.463,29,1,0
63300739,M,3,433,5,31.5,4,COUPE,1.958,27,3,439
50411355,M,1,682,2,140.9,3,TRUCK,1.342,26,2,32697
72123354,F,6,829,3,100.5,3,SEDAN,1.089,79,0,0
51618669,M,5,647,3,126,1,SEDAN,1.76,71,1,1435
25904443,F,4,725,3,145.5,3,STNWG,1.65,54,0,0
43990038,M,4,571,3,106.5,1,HDTOP,6.5703,55,2,0
25679631,F,3,683,1,54.7,4,SEDAN,0.715,49,0,0
90817379,F,2,441,1,85.4,2,HBACK,1.144,37,0,0
57466906,F,3,673,3,138,2,SEDAN,1.573,45,1,0
54552939,F,2,392,5,34.5,2,SEDAN,1.485,32,2,0
30163310,M,1,657,3,141,3,SEDAN,1.76,32,2,4969
73608901,F,3,708,3,103.5,3,SEDAN,1.188,51,0,0
42970286,F,5,791,3,139.5,2,SEDAN,2.046,62,0,0
46892721,F,3,703,4,111.9,2,SEDAN,4.95,48,0,0
19979388,F,4,616,3,145.5,3,PANVN,2.112,52,3,730
65673893,F,2,637,3,123,3,STNWG,3.41,33,0,5237
29090639,F,3,679,5,51,4,STNWG,0.836,45,1,0
13839540,F,2,739,3,138,1,HBACK,2.189,37,1,414
84092385,F,2,333,3,136.5,4,HBACK,0.803,39,0,568
22851515,M,4,801,3,90,2,HBACK,3.41,56,0,215
21570675,M,5,761,3,147,4,SEDAN,3.949,69,0,0
99833024,F,2,687,4,72.6,4,UTE,1.441,35,0,0
51888541,F,1,661.3218455,3,133.5,4,SEDAN,0.946,31,0,0
79768290,F,6,385,4,87.8,4,STNWG,2.211,92,1,4957
41070459,M,2,679,1,100.3,4,SEDAN,0.847,34,1,1861
78668480,M,5,745,3,142.5,3,SEDAN,2.343,62,0,0
49336276,F,5,460,3,133.5,3,CONVT,1.815,66,1,0
68848096,F,3,483,1,57.1,2,SEDAN,1.914,46,1,0
55696052,F,4,729,3,133.5,2,SEDAN,1.914,62,0,0
25179339,F,2,567,2,104.4166358,2,HDTOP,2.882,37,2,1036
65343032,M,3,686,1,94.7,1,TRUCK,1.804,49,0,0
60968672,M,3,619,1,102.4,2,HBACK,1.474,48,2,3360
22942610,M,5,659,1,46.5,3,STNWG,2.222,65,1,0
25707538,F,5,694,3,147,1,HBACK,1.925,65,0,0
36777769,F,4,461,3,121.5,4,SEDAN,0.847,57,3,1144
54416496,F,4,763,5,30,3,SEDAN,1.628,62,1,0
86540943,M,4,684,1,93.8,4,MIBUS,1.54,61,2,4744
64541813,F,3,656,1,87.3,2,STNWG,5.126,47,0,0
36480963,F,6,823,1,91.9,1,HBACK,1.76,72,0,2940
22216374,F,6,806,4,127,4,SEDAN,2.013,82,2,2520
29086472,F,3,847,3,104.4166358,2,STNWG,3.465,42,0,16140
40920406,F,5,745,4,105.8,4,HBACK,0.451,67,0,0
50985353,F,5,759,3,139.5,3,SEDAN,1.342,64,1,0
67023588,M,5,732,1,78.7,1,SEDAN,2.156,66,2,1322
70042833,M,6,400,1,53.7,2,SEDAN,4.18,83,2,31243
14472233,F,6,741,1,94.8,2,HBACK,1.331,84,0,0
41115100,F,3,732,3,141,4,HBACK,1.133,53,2,4309
63052564,F,2,492,4,109.3,3,STNWG,1.342,40,2,3081
92166961,F,2,625,3,130.5,1,HBACK,2.013,33,1,0
65820421,M,2,714,5,36,3,SEDAN,1.617,41,0,0
28662476,M,3,689,4,116.4,1,SEDAN,2.3089,48,3,879
66040384,M,2,661.3218455,1,77.7,3,UTE,1.419,36,2,1874
10364386,M,5,746,2,124.2,3,SEDAN,1.628,69,0,0
39947188,F,4,625,3,141,3,SEDAN,1.122,58,0,1144
80703229,M,4,833,2,85.1,1,SEDAN,2.068,53,0,0
89744376,M,3,809,4,121.2,4,STNWG,1.848,45,2,6382
92988054,M,4,660,5,78,1,STNWG,5.709,57,0,3782
13637736,F,4,738,1,117.5,4,PANVN,0.374,57,1,0
65089484,F,4,626,1,125.4,3,HBACK,0.957,60,0,0
97661942,F,3,617,1,109.8,2,SEDAN,2.112,48,0,0
47359881,F,1,324,1,85.1,3,STNWG,1.826,22,1,2065
99225394,M,5,513,2,118.1,4,STNWG,1.947,66,1,2476
66818697,F,3,788,2,130.7,4,UTE,0.561,82,1,0
16119672,F,3,678,2,127.8,4,SEDAN,0.429,51,0,0
83105716,F,2,772,1,58.6,3,SEDAN,1.628,33,0,0
62412545,F,1,815,1,69.1,3,HDTOP,3.245,24,1,21528
17417715,M,3,745,3,104.4166358,4,STNWG,1.111,50,4,190
72583176,M,2,800,3,142.5,3,SEDAN,1.991,34,0,0
90804938,F,2,583,6,92,3,HBACK,0.913,35,3,2700
52756911,F,3,610,1,120.4,3,SEDAN,1.98,48,0,6948
98124243,M,1,640,1,94.9,2,TRUCK,2.156,30,2,2395
24524020,M,4,653,1,105.3,2,HBACK,1.287,53,1,744
18628085,F,1,609,2,104.4166358,1,HBACK,2.145,27,0,52536
73195440,F,2,611,1,76.1,2,SEDAN,1.771,42,0,0
33914250,M,4,807,3,97.5,4,COUPE,1.21,58,2,423
86767585,F,3,672,3,135,2,HBACK,2.002,52,2,0
27677902,F,2,576,2,135.8,3,HDTOP,1.76,38,1,1036
18220283,F,6,801,4,80.4,1,SEDAN,2.013,86,2,2520
76821811,M,6,802,4,84.6,2,SEDAN,1.991,91,0,0
73532005,F,6,846,2,125.5,1,HBACK,1.694,75,0,0
11972159,M,1,396,2,104.4166358,4,HBACK,0.484,29,2,1604
39157835,F,4,653,2,140.1,2,STNWG,3.949,55,1,801
23062024,F,2,676,3,123,4,SEDAN,0.913,33,0,0
40994606,M,3,639,3,135,3,SEDAN,1.573,45,2,0
21600535,M,3,746,2,107.2,3,UTE,2.057,46,0,0
38033130,M,2,754,3,133.5,4,STNWG,1.397,32,4,332
36029011,F,1,632,3,142.5,4,SEDAN,0.803,24,0,10709
34137000,F,4,816,3,142.5,3,SEDAN,1.738,55,0,1144
93627721,F,5,701,3,144,4,SEDAN,0.814,71,1,4377
23657113,F,1,469,2,96.7,4,SEDAN,0.484,24,1,0
85319255,F,6,630,1,75.6,2,HBACK,1.914,73,1,2233
54073896,M,1,657,1,69.8,2,TRUCK,1.584,24,2,4837
46595292,M,4,709,1,82.1,3,SEDAN,1.408,58,1,149
60238134,F,2,661.3218455,1,59.2,2,HBACK,1.859,38,0,0
42518061,F,3,683,4,55.5,1,HBACK,1.562,53,2,4309
59181350,M,3,487,6,144,4,STNWG,1.287,49,1,288
58207863,F,3,661.3218455,3,112.5,1,SEDAN,9.955,53,0,54371
17845840,F,6,771,2,117,2,HBACK,1.265,85,0,16238
36454490,F,3,779,2,130,3,STNWG,1.826,44,0,402
10569543,M,2,732,2,97.2,2,STNWG,2.574,37,4,935
78116550,F,5,751,2,101.1,3,STNWG,1.661,63,0,0
17530559,F,4,769,4,133.1,3,UTE,1.529,61,0,0
37913142,M,3,832,3,93,1,SEDAN,2.145,55,0,0
88259020,M,6,757,1,83.9,3,STNWG,3.014,77,0,0
14034499,M,3,843,3,148.5,4,MIBUS,1.771,45,2,2577
34354360,F,4,630,3,102,3,STNWG,3.619,56,0,0
72595076,M,6,314,1,78.9,4,STNWG,0.891,73,2,0
12559942,F,3,365,3,129,3,SEDAN,1.386,40,2,1002
17777226,M,4,581,3,145.5,3,UTE,1.65,57,2,0
30612942,F,3,726,4,109.5,4,SEDAN,0.594,47,0,3837
23738324,F,4,375,3,93,3,HBACK,1.331,59,0,0
27257190,M,4,782,2,127,3,HBACK,1.023,53,0,295
13891123,M,3,834,4,105.2,4,TRUCK,1.584,58,2,1324
97166346,M,6,805,1,93.2,1,HBACK,1.4839,79,0,0
15911162,M,3,557,1,122.2,4,SEDAN,0.451,37,0,0
94048516,F,5,834,4,97.3,3,HBACK,0.924,71,0,0
97532572,M,5,778,3,147,4,HBACK,0.638,70,1,426
24659254,F,5,799,1,73.7,1,HBACK,2.057,65,0,0
86927334,M,1,691,1,79.8,4,UTE,1.485,25,2,1770
52363582,M,2,661.3218455,2,104.9,4,STNWG,1.507,34,0,620
43753458,M,3,681,4,76.1,4,STNWG,1.496,49,0,1981
28274692,M,4,678,5,51,3,HBACK,1.408,61,2,2180
91304086,F,3,848,3,138,2,SEDAN,1.848,59,0,0
46927742,M,2,661.3218455,3,104.4166358,3,HBACK,0.88,35,0,0
18950602,F,3,774,4,126.6,2,HBACK,1.958,48,1,1384
58676370,M,3,503,3,72,2,SEDAN,1.771,45,0,0
50581667,F,1,343,4,104.4166358,2,HBACK,1.375,31,0,0
71535812,M,3,650,3,135,4,HDTOP,1.067,42,2,3672
38437514,F,5,814,3,133.5,1,SEDAN,3.025,71,0,0
95542747,M,5,818,1,85.8,4,UTE,0.77,71,1,299
97684674,F,5,826,1,66.7,3,HBACK,1.111,63,0,4145
53968089,F,4,558,3,141,4,SEDAN,0.638,53,1,0
51669150,F,3,672,6,104.4166358,4,HBACK,0.407,45,2,0
28310821,F,5,387,1,59,4,HBACK,0.715,68,2,0
79593016,M,6,669,3,112.5,1,SEDAN,2.838,94,0,0
96320940,M,1,687,3,117,4,STNWG,2.002,32,1,0
23730706,M,3,610,3,150,3,HBACK,0.935,46,0,0
15437803,M,6,736,3,129,4,SEDAN,0.407,74,1,10675
15795278,F,4,812,1,75.1,2,SEDAN,1.793,56,0,0
69849774,M,5,812,1,92.2,2,STNWG,2.794,65,1,0
60487988,F,3,698,3,136.5,2,HBACK,2.057,38,0,0
34234318,F,2,732,2,159.2,4,HBACK,0.44,32,2,7455
88258433,M,2,633,3,144,3,SEDAN,1.683,37,1,495
63878191,F,3,800,4,102,1,HBACK,3.476,75,0,0
52891897,F,4,792,4,63.8,3,STNWG,2.354,54,0,1081
41990578,F,3,628,3,104.4166358,3,COUPE,1.232,62,0,0
22097159,F,4,495,1,59.8,3,HBACK,1.155,61,0,0
13825848,M,2,661.3218455,6,118,1,STNWG,5.093,39,2,176
84371183,M,3,695,1,79,2,STNWG,4.51,46,0,0
35843407,F,5,520,6,76,3,TRUCK,3.245,70,0,0
18700276,F,3,511,2,133.3,3,STNWG,2.398,48,1,402
48013686,M,4,371,1,75.4,3,SEDAN,1.155,57,0,149
59403773,M,5,550,6,144,1,SEDAN,4.323,66,2,0
59640577,F,5,675,5,49.5,2,SEDAN,1.76,65,1,232
14208312,F,1,649,6,128,2,HBACK,2.09,28,2,36271
79085920,M,3,654,3,138,2,SEDAN,2.145,50,1,601
45303084,F,4,615,1,117.4,3,STNWG,2.332,59,1,0
98049911,F,4,679,1,93.8,4,HBACK,0.462,59,0,0
36806314,F,1,661.3218455,4,113,1,HBACK,1.617,22,2,1056
69440076,F,5,755,3,104.4166358,1,SEDAN,1.738,64,0,0
64706616,F,4,625,1,85.8,3,SEDAN,1.342,57,0,0
33788976,M,5,800,3,141,3,STNWG,2.651,67,0,0
78138889,F,2,542,6,72,2,STNWG,3.938,41,2,7709
44984245,F,3,510,6,150,4,SEDAN,2.354,43,2,3513
46806157,F,4,619,3,104.4166358,2,SEDAN,1.672,58,0,0
98420361,F,3,652,1,63.4,3,SEDAN,1.067,46,0,0
75113412,F,4,735,4,85.6,1,HBACK,1.353,55,1,0
26097288,F,1,640,3,104.4166358,1,SEDAN,3.146,26,0,1280
90390042,F,3,611,3,132,1,HBACK,1.408,42,2,0
89533786,F,2,352,2,104.4166358,2,HBACK,1.463,32,2,4018
12110266,F,2,602,1,104.4166358,2,STNWG,3.971,38,1,2245
16933543,M,1,502,1,129.2,1,UTE,3.993,30,3,2663
